"","type","batch"
"cell 3837","acinar","smartseq2"
"cell 3838","acinar","smartseq2"
"cell 3839","acinar","smartseq2"
"cell 3840","acinar","smartseq2"
"cell 3841","acinar","smartseq2"
"cell 3842","acinar","smartseq2"
"cell 3843","acinar","smartseq2"
"cell 3844","acinar","smartseq2"
"cell 3845","acinar","smartseq2"
"cell 3846","acinar","smartseq2"
"cell 3847","acinar","smartseq2"
"cell 3848","acinar","smartseq2"
"cell 3849","acinar","smartseq2"
"cell 3850","acinar","smartseq2"
"cell 3851","acinar","smartseq2"
"cell 3852","acinar","smartseq2"
"cell 3853","acinar","smartseq2"
"cell 3854","acinar","smartseq2"
"cell 3855","acinar","smartseq2"
"cell 3856","acinar","smartseq2"
"cell 3857","acinar","smartseq2"
"cell 3858","acinar","smartseq2"
"cell 3859","acinar","smartseq2"
"cell 3860","acinar","smartseq2"
"cell 3861","acinar","smartseq2"
"cell 3862","acinar","smartseq2"
"cell 3863","acinar","smartseq2"
"cell 3864","acinar","smartseq2"
"cell 3865","acinar","smartseq2"
"cell 3866","acinar","smartseq2"
"cell 3867","acinar","smartseq2"
"cell 3868","acinar","smartseq2"
"cell 3869","acinar","smartseq2"
"cell 3870","acinar","smartseq2"
"cell 3871","acinar","smartseq2"
"cell 3872","acinar","smartseq2"
"cell 3873","acinar","smartseq2"
"cell 3874","acinar","smartseq2"
"cell 3875","acinar","smartseq2"
"cell 3876","acinar","smartseq2"
"cell 3877","acinar","smartseq2"
"cell 3878","acinar","smartseq2"
"cell 3879","acinar","smartseq2"
"cell 3880","acinar","smartseq2"
"cell 3881","acinar","smartseq2"
"cell 3882","acinar","smartseq2"
"cell 3883","acinar","smartseq2"
"cell 3884","acinar","smartseq2"
"cell 3885","acinar","smartseq2"
"cell 3886","acinar","smartseq2"
"cell 3887","acinar","smartseq2"
"cell 3888","acinar","smartseq2"
"cell 3889","acinar","smartseq2"
"cell 3890","acinar","smartseq2"
"cell 3891","acinar","smartseq2"
"cell 3892","acinar","smartseq2"
"cell 3893","acinar","smartseq2"
"cell 3894","alpha","smartseq2"
"cell 3895","alpha","smartseq2"
"cell 3896","alpha","smartseq2"
"cell 3897","alpha","smartseq2"
"cell 3898","alpha","smartseq2"
"cell 3899","alpha","smartseq2"
"cell 3900","alpha","smartseq2"
"cell 3901","alpha","smartseq2"
"cell 3902","alpha","smartseq2"
"cell 3903","alpha","smartseq2"
"cell 3904","alpha","smartseq2"
"cell 3905","alpha","smartseq2"
"cell 3906","alpha","smartseq2"
"cell 3907","alpha","smartseq2"
"cell 3908","alpha","smartseq2"
"cell 3909","alpha","smartseq2"
"cell 3910","alpha","smartseq2"
"cell 3911","alpha","smartseq2"
"cell 3912","alpha","smartseq2"
"cell 3913","alpha","smartseq2"
"cell 3914","alpha","smartseq2"
"cell 3915","alpha","smartseq2"
"cell 3916","alpha","smartseq2"
"cell 3917","alpha","smartseq2"
"cell 3918","alpha","smartseq2"
"cell 3919","alpha","smartseq2"
"cell 3920","alpha","smartseq2"
"cell 3921","alpha","smartseq2"
"cell 3922","alpha","smartseq2"
"cell 3923","alpha","smartseq2"
"cell 3924","alpha","smartseq2"
"cell 3925","alpha","smartseq2"
"cell 3926","alpha","smartseq2"
"cell 3927","alpha","smartseq2"
"cell 3928","alpha","smartseq2"
"cell 3929","alpha","smartseq2"
"cell 3930","alpha","smartseq2"
"cell 3931","alpha","smartseq2"
"cell 3932","alpha","smartseq2"
"cell 3933","alpha","smartseq2"
"cell 3934","alpha","smartseq2"
"cell 3935","alpha","smartseq2"
"cell 3936","alpha","smartseq2"
"cell 3937","alpha","smartseq2"
"cell 3938","alpha","smartseq2"
"cell 3939","alpha","smartseq2"
"cell 3940","alpha","smartseq2"
"cell 3941","alpha","smartseq2"
"cell 3942","alpha","smartseq2"
"cell 3943","alpha","smartseq2"
"cell 3944","alpha","smartseq2"
"cell 3945","alpha","smartseq2"
"cell 3946","alpha","smartseq2"
"cell 3947","alpha","smartseq2"
"cell 3948","alpha","smartseq2"
"cell 3949","alpha","smartseq2"
"cell 3950","alpha","smartseq2"
"cell 3951","alpha","smartseq2"
"cell 3952","alpha","smartseq2"
"cell 3953","alpha","smartseq2"
"cell 3954","alpha","smartseq2"
"cell 3955","alpha","smartseq2"
"cell 3956","alpha","smartseq2"
"cell 3957","alpha","smartseq2"
"cell 3958","alpha","smartseq2"
"cell 3959","alpha","smartseq2"
"cell 3960","alpha","smartseq2"
"cell 3961","alpha","smartseq2"
"cell 3962","alpha","smartseq2"
"cell 3963","alpha","smartseq2"
"cell 3964","alpha","smartseq2"
"cell 3965","alpha","smartseq2"
"cell 3966","alpha","smartseq2"
"cell 3967","alpha","smartseq2"
"cell 3968","alpha","smartseq2"
"cell 3969","alpha","smartseq2"
"cell 3970","alpha","smartseq2"
"cell 3971","alpha","smartseq2"
"cell 3972","alpha","smartseq2"
"cell 3973","alpha","smartseq2"
"cell 3974","alpha","smartseq2"
"cell 3975","alpha","smartseq2"
"cell 3976","alpha","smartseq2"
"cell 3977","alpha","smartseq2"
"cell 3978","alpha","smartseq2"
"cell 3979","alpha","smartseq2"
"cell 3980","alpha","smartseq2"
"cell 3981","alpha","smartseq2"
"cell 3982","alpha","smartseq2"
"cell 3983","alpha","smartseq2"
"cell 3984","alpha","smartseq2"
"cell 3985","alpha","smartseq2"
"cell 3986","alpha","smartseq2"
"cell 3987","alpha","smartseq2"
"cell 3988","alpha","smartseq2"
"cell 3989","alpha","smartseq2"
"cell 3990","alpha","smartseq2"
"cell 3991","alpha","smartseq2"
"cell 3992","alpha","smartseq2"
"cell 3993","alpha","smartseq2"
"cell 3994","alpha","smartseq2"
"cell 3995","alpha","smartseq2"
"cell 3996","alpha","smartseq2"
"cell 3997","alpha","smartseq2"
"cell 3998","alpha","smartseq2"
"cell 3999","alpha","smartseq2"
"cell 4000","alpha","smartseq2"
"cell 4001","alpha","smartseq2"
"cell 4002","alpha","smartseq2"
"cell 4003","alpha","smartseq2"
"cell 4004","alpha","smartseq2"
"cell 4005","alpha","smartseq2"
"cell 4006","alpha","smartseq2"
"cell 4007","alpha","smartseq2"
"cell 4008","alpha","smartseq2"
"cell 4009","alpha","smartseq2"
"cell 4010","alpha","smartseq2"
"cell 4011","alpha","smartseq2"
"cell 4012","alpha","smartseq2"
"cell 4013","alpha","smartseq2"
"cell 4014","alpha","smartseq2"
"cell 4015","alpha","smartseq2"
"cell 4016","alpha","smartseq2"
"cell 4017","alpha","smartseq2"
"cell 4018","alpha","smartseq2"
"cell 4019","alpha","smartseq2"
"cell 4020","alpha","smartseq2"
"cell 4021","alpha","smartseq2"
"cell 4022","alpha","smartseq2"
"cell 4023","alpha","smartseq2"
"cell 4024","alpha","smartseq2"
"cell 4025","alpha","smartseq2"
"cell 4026","alpha","smartseq2"
"cell 4027","alpha","smartseq2"
"cell 4028","alpha","smartseq2"
"cell 4029","alpha","smartseq2"
"cell 4030","alpha","smartseq2"
"cell 4031","alpha","smartseq2"
"cell 4032","alpha","smartseq2"
"cell 4033","alpha","smartseq2"
"cell 4034","alpha","smartseq2"
"cell 4035","alpha","smartseq2"
"cell 4036","alpha","smartseq2"
"cell 4037","alpha","smartseq2"
"cell 4038","alpha","smartseq2"
"cell 4039","alpha","smartseq2"
"cell 4040","alpha","smartseq2"
"cell 4041","alpha","smartseq2"
"cell 4042","alpha","smartseq2"
"cell 4043","alpha","smartseq2"
"cell 4044","alpha","smartseq2"
"cell 4045","alpha","smartseq2"
"cell 4046","alpha","smartseq2"
"cell 4047","alpha","smartseq2"
"cell 4048","alpha","smartseq2"
"cell 4049","alpha","smartseq2"
"cell 4050","alpha","smartseq2"
"cell 4051","alpha","smartseq2"
"cell 4052","alpha","smartseq2"
"cell 4053","alpha","smartseq2"
"cell 4054","alpha","smartseq2"
"cell 4055","alpha","smartseq2"
"cell 4056","alpha","smartseq2"
"cell 4057","alpha","smartseq2"
"cell 4058","alpha","smartseq2"
"cell 4059","alpha","smartseq2"
"cell 4060","alpha","smartseq2"
"cell 4061","alpha","smartseq2"
"cell 4062","alpha","smartseq2"
"cell 4063","alpha","smartseq2"
"cell 4064","alpha","smartseq2"
"cell 4065","alpha","smartseq2"
"cell 4066","alpha","smartseq2"
"cell 4067","alpha","smartseq2"
"cell 4068","alpha","smartseq2"
"cell 4069","alpha","smartseq2"
"cell 4070","alpha","smartseq2"
"cell 4071","alpha","smartseq2"
"cell 4072","alpha","smartseq2"
"cell 4073","alpha","smartseq2"
"cell 4074","alpha","smartseq2"
"cell 4075","alpha","smartseq2"
"cell 4076","alpha","smartseq2"
"cell 4077","alpha","smartseq2"
"cell 4078","alpha","smartseq2"
"cell 4079","alpha","smartseq2"
"cell 4080","alpha","smartseq2"
"cell 4081","alpha","smartseq2"
"cell 4082","alpha","smartseq2"
"cell 4083","alpha","smartseq2"
"cell 4084","alpha","smartseq2"
"cell 4085","alpha","smartseq2"
"cell 4086","alpha","smartseq2"
"cell 4087","alpha","smartseq2"
"cell 4088","alpha","smartseq2"
"cell 4089","alpha","smartseq2"
"cell 4090","alpha","smartseq2"
"cell 4091","alpha","smartseq2"
"cell 4092","alpha","smartseq2"
"cell 4093","alpha","smartseq2"
"cell 4094","alpha","smartseq2"
"cell 4095","alpha","smartseq2"
"cell 4096","alpha","smartseq2"
"cell 4097","alpha","smartseq2"
"cell 4098","alpha","smartseq2"
"cell 4099","alpha","smartseq2"
"cell 4100","alpha","smartseq2"
"cell 4101","alpha","smartseq2"
"cell 4102","alpha","smartseq2"
"cell 4103","alpha","smartseq2"
"cell 4104","alpha","smartseq2"
"cell 4105","alpha","smartseq2"
"cell 4106","alpha","smartseq2"
"cell 4107","alpha","smartseq2"
"cell 4108","alpha","smartseq2"
"cell 4109","alpha","smartseq2"
"cell 4110","alpha","smartseq2"
"cell 4111","alpha","smartseq2"
"cell 4112","alpha","smartseq2"
"cell 4113","alpha","smartseq2"
"cell 4114","alpha","smartseq2"
"cell 4115","alpha","smartseq2"
"cell 4116","alpha","smartseq2"
"cell 4117","alpha","smartseq2"
"cell 4118","alpha","smartseq2"
"cell 4119","alpha","smartseq2"
"cell 4120","alpha","smartseq2"
"cell 4121","alpha","smartseq2"
"cell 4122","alpha","smartseq2"
"cell 4123","alpha","smartseq2"
"cell 4124","alpha","smartseq2"
"cell 4125","alpha","smartseq2"
"cell 4126","alpha","smartseq2"
"cell 4127","alpha","smartseq2"
"cell 4128","alpha","smartseq2"
"cell 4129","alpha","smartseq2"
"cell 4130","alpha","smartseq2"
"cell 4131","alpha","smartseq2"
"cell 4132","alpha","smartseq2"
"cell 4133","alpha","smartseq2"
"cell 4134","alpha","smartseq2"
"cell 4135","alpha","smartseq2"
"cell 4136","alpha","smartseq2"
"cell 4137","alpha","smartseq2"
"cell 4138","alpha","smartseq2"
"cell 4139","alpha","smartseq2"
"cell 4140","alpha","smartseq2"
"cell 4141","alpha","smartseq2"
"cell 4142","alpha","smartseq2"
"cell 4143","alpha","smartseq2"
"cell 4144","alpha","smartseq2"
"cell 4145","alpha","smartseq2"
"cell 4146","alpha","smartseq2"
"cell 4147","alpha","smartseq2"
"cell 4148","alpha","smartseq2"
"cell 4149","alpha","smartseq2"
"cell 4150","alpha","smartseq2"
"cell 4151","alpha","smartseq2"
"cell 4152","alpha","smartseq2"
"cell 4153","alpha","smartseq2"
"cell 4154","alpha","smartseq2"
"cell 4155","alpha","smartseq2"
"cell 4156","alpha","smartseq2"
"cell 4157","alpha","smartseq2"
"cell 4158","alpha","smartseq2"
"cell 4159","alpha","smartseq2"
"cell 4160","alpha","smartseq2"
"cell 4161","alpha","smartseq2"
"cell 4162","alpha","smartseq2"
"cell 4163","alpha","smartseq2"
"cell 4164","alpha","smartseq2"
"cell 4165","alpha","smartseq2"
"cell 4166","alpha","smartseq2"
"cell 4167","alpha","smartseq2"
"cell 4168","alpha","smartseq2"
"cell 4169","alpha","smartseq2"
"cell 4170","alpha","smartseq2"
"cell 4171","alpha","smartseq2"
"cell 4172","alpha","smartseq2"
"cell 4173","alpha","smartseq2"
"cell 4174","alpha","smartseq2"
"cell 4175","alpha","smartseq2"
"cell 4176","alpha","smartseq2"
"cell 4177","alpha","smartseq2"
"cell 4178","alpha","smartseq2"
"cell 4179","alpha","smartseq2"
"cell 4180","alpha","smartseq2"
"cell 4181","alpha","smartseq2"
"cell 4182","alpha","smartseq2"
"cell 4183","alpha","smartseq2"
"cell 4184","alpha","smartseq2"
"cell 4185","alpha","smartseq2"
"cell 4186","alpha","smartseq2"
"cell 4187","alpha","smartseq2"
"cell 4188","alpha","smartseq2"
"cell 4189","alpha","smartseq2"
"cell 4190","alpha","smartseq2"
"cell 4191","alpha","smartseq2"
"cell 4192","alpha","smartseq2"
"cell 4193","alpha","smartseq2"
"cell 4194","alpha","smartseq2"
"cell 4195","alpha","smartseq2"
"cell 4196","alpha","smartseq2"
"cell 4197","alpha","smartseq2"
"cell 4198","alpha","smartseq2"
"cell 4199","alpha","smartseq2"
"cell 4200","alpha","smartseq2"
"cell 4201","alpha","smartseq2"
"cell 4202","alpha","smartseq2"
"cell 4203","alpha","smartseq2"
"cell 4204","alpha","smartseq2"
"cell 4205","alpha","smartseq2"
"cell 4206","alpha","smartseq2"
"cell 4207","alpha","smartseq2"
"cell 4208","alpha","smartseq2"
"cell 4209","alpha","smartseq2"
"cell 4210","alpha","smartseq2"
"cell 4211","alpha","smartseq2"
"cell 4212","alpha","smartseq2"
"cell 4213","alpha","smartseq2"
"cell 4214","alpha","smartseq2"
"cell 4215","alpha","smartseq2"
"cell 4216","alpha","smartseq2"
"cell 4217","alpha","smartseq2"
"cell 4218","alpha","smartseq2"
"cell 4219","alpha","smartseq2"
"cell 4220","alpha","smartseq2"
"cell 4221","alpha","smartseq2"
"cell 4222","alpha","smartseq2"
"cell 4223","alpha","smartseq2"
"cell 4224","alpha","smartseq2"
"cell 4225","alpha","smartseq2"
"cell 4226","alpha","smartseq2"
"cell 4227","alpha","smartseq2"
"cell 4228","alpha","smartseq2"
"cell 4229","alpha","smartseq2"
"cell 4230","alpha","smartseq2"
"cell 4231","alpha","smartseq2"
"cell 4232","alpha","smartseq2"
"cell 4233","alpha","smartseq2"
"cell 4234","alpha","smartseq2"
"cell 4235","alpha","smartseq2"
"cell 4236","alpha","smartseq2"
"cell 4237","alpha","smartseq2"
"cell 4238","alpha","smartseq2"
"cell 4239","alpha","smartseq2"
"cell 4240","alpha","smartseq2"
"cell 4241","alpha","smartseq2"
"cell 4242","alpha","smartseq2"
"cell 4243","alpha","smartseq2"
"cell 4244","alpha","smartseq2"
"cell 4245","alpha","smartseq2"
"cell 4246","alpha","smartseq2"
"cell 4247","alpha","smartseq2"
"cell 4248","alpha","smartseq2"
"cell 4249","alpha","smartseq2"
"cell 4250","alpha","smartseq2"
"cell 4251","alpha","smartseq2"
"cell 4252","alpha","smartseq2"
"cell 4253","alpha","smartseq2"
"cell 4254","alpha","smartseq2"
"cell 4255","alpha","smartseq2"
"cell 4256","alpha","smartseq2"
"cell 4257","alpha","smartseq2"
"cell 4258","alpha","smartseq2"
"cell 4259","alpha","smartseq2"
"cell 4260","alpha","smartseq2"
"cell 4261","alpha","smartseq2"
"cell 4262","alpha","smartseq2"
"cell 4263","alpha","smartseq2"
"cell 4264","alpha","smartseq2"
"cell 4265","alpha","smartseq2"
"cell 4266","alpha","smartseq2"
"cell 4267","alpha","smartseq2"
"cell 4268","alpha","smartseq2"
"cell 4269","alpha","smartseq2"
"cell 4270","alpha","smartseq2"
"cell 4271","alpha","smartseq2"
"cell 4272","alpha","smartseq2"
"cell 4273","alpha","smartseq2"
"cell 4274","alpha","smartseq2"
"cell 4275","alpha","smartseq2"
"cell 4276","alpha","smartseq2"
"cell 4277","alpha","smartseq2"
"cell 4278","alpha","smartseq2"
"cell 4279","alpha","smartseq2"
"cell 4280","alpha","smartseq2"
"cell 4281","alpha","smartseq2"
"cell 4282","alpha","smartseq2"
"cell 4283","alpha","smartseq2"
"cell 4284","alpha","smartseq2"
"cell 4285","alpha","smartseq2"
"cell 4286","alpha","smartseq2"
"cell 4287","alpha","smartseq2"
"cell 4288","alpha","smartseq2"
"cell 4289","alpha","smartseq2"
"cell 4290","alpha","smartseq2"
"cell 4291","alpha","smartseq2"
"cell 4292","alpha","smartseq2"
"cell 4293","alpha","smartseq2"
"cell 4294","alpha","smartseq2"
"cell 4295","alpha","smartseq2"
"cell 4296","alpha","smartseq2"
"cell 4297","alpha","smartseq2"
"cell 4298","alpha","smartseq2"
"cell 4299","alpha","smartseq2"
"cell 4300","alpha","smartseq2"
"cell 4301","alpha","smartseq2"
"cell 4302","alpha","smartseq2"
"cell 4303","alpha","smartseq2"
"cell 4304","alpha","smartseq2"
"cell 4305","alpha","smartseq2"
"cell 4306","alpha","smartseq2"
"cell 4307","alpha","smartseq2"
"cell 4308","alpha","smartseq2"
"cell 4309","alpha","smartseq2"
"cell 4310","alpha","smartseq2"
"cell 4311","alpha","smartseq2"
"cell 4312","alpha","smartseq2"
"cell 4313","alpha","smartseq2"
"cell 4314","alpha","smartseq2"
"cell 4315","alpha","smartseq2"
"cell 4316","alpha","smartseq2"
"cell 4317","alpha","smartseq2"
"cell 4318","alpha","smartseq2"
"cell 4319","alpha","smartseq2"
"cell 4320","alpha","smartseq2"
"cell 4321","alpha","smartseq2"
"cell 4322","alpha","smartseq2"
"cell 4323","alpha","smartseq2"
"cell 4324","alpha","smartseq2"
"cell 4325","alpha","smartseq2"
"cell 4326","alpha","smartseq2"
"cell 4327","alpha","smartseq2"
"cell 4328","alpha","smartseq2"
"cell 4329","alpha","smartseq2"
"cell 4330","alpha","smartseq2"
"cell 4331","alpha","smartseq2"
"cell 4332","alpha","smartseq2"
"cell 4333","alpha","smartseq2"
"cell 4334","alpha","smartseq2"
"cell 4335","alpha","smartseq2"
"cell 4336","alpha","smartseq2"
"cell 4337","alpha","smartseq2"
"cell 4338","alpha","smartseq2"
"cell 4339","alpha","smartseq2"
"cell 4340","alpha","smartseq2"
"cell 4341","alpha","smartseq2"
"cell 4342","alpha","smartseq2"
"cell 4343","alpha","smartseq2"
"cell 4344","alpha","smartseq2"
"cell 4345","alpha","smartseq2"
"cell 4346","alpha","smartseq2"
"cell 4347","alpha","smartseq2"
"cell 4348","alpha","smartseq2"
"cell 4349","alpha","smartseq2"
"cell 4350","alpha","smartseq2"
"cell 4351","alpha","smartseq2"
"cell 4352","alpha","smartseq2"
"cell 4353","alpha","smartseq2"
"cell 4354","alpha","smartseq2"
"cell 4355","alpha","smartseq2"
"cell 4356","alpha","smartseq2"
"cell 4357","alpha","smartseq2"
"cell 4358","alpha","smartseq2"
"cell 4359","alpha","smartseq2"
"cell 4360","alpha","smartseq2"
"cell 4361","alpha","smartseq2"
"cell 4362","alpha","smartseq2"
"cell 4363","alpha","smartseq2"
"cell 4364","alpha","smartseq2"
"cell 4365","alpha","smartseq2"
"cell 4366","alpha","smartseq2"
"cell 4367","alpha","smartseq2"
"cell 4368","alpha","smartseq2"
"cell 4369","alpha","smartseq2"
"cell 4370","alpha","smartseq2"
"cell 4371","alpha","smartseq2"
"cell 4372","alpha","smartseq2"
"cell 4373","alpha","smartseq2"
"cell 4374","alpha","smartseq2"
"cell 4375","alpha","smartseq2"
"cell 4376","alpha","smartseq2"
"cell 4377","alpha","smartseq2"
"cell 4378","alpha","smartseq2"
"cell 4379","alpha","smartseq2"
"cell 4380","alpha","smartseq2"
"cell 4381","alpha","smartseq2"
"cell 4382","alpha","smartseq2"
"cell 4383","alpha","smartseq2"
"cell 4384","alpha","smartseq2"
"cell 4385","alpha","smartseq2"
"cell 4386","alpha","smartseq2"
"cell 4387","alpha","smartseq2"
"cell 4388","alpha","smartseq2"
"cell 4389","alpha","smartseq2"
"cell 4390","alpha","smartseq2"
"cell 4391","alpha","smartseq2"
"cell 4392","alpha","smartseq2"
"cell 4393","alpha","smartseq2"
"cell 4394","alpha","smartseq2"
"cell 4395","alpha","smartseq2"
"cell 4396","alpha","smartseq2"
"cell 4397","alpha","smartseq2"
"cell 4398","alpha","smartseq2"
"cell 4399","alpha","smartseq2"
"cell 4400","alpha","smartseq2"
"cell 4401","alpha","smartseq2"
"cell 4402","alpha","smartseq2"
"cell 4403","alpha","smartseq2"
"cell 4404","alpha","smartseq2"
"cell 4405","alpha","smartseq2"
"cell 4406","alpha","smartseq2"
"cell 4407","alpha","smartseq2"
"cell 4408","alpha","smartseq2"
"cell 4409","alpha","smartseq2"
"cell 4410","alpha","smartseq2"
"cell 4411","alpha","smartseq2"
"cell 4412","alpha","smartseq2"
"cell 4413","alpha","smartseq2"
"cell 4414","alpha","smartseq2"
"cell 4415","alpha","smartseq2"
"cell 4416","alpha","smartseq2"
"cell 4417","alpha","smartseq2"
"cell 4418","alpha","smartseq2"
"cell 4419","alpha","smartseq2"
"cell 4420","alpha","smartseq2"
"cell 4421","alpha","smartseq2"
"cell 4422","alpha","smartseq2"
"cell 4423","alpha","smartseq2"
"cell 4424","alpha","smartseq2"
"cell 4425","alpha","smartseq2"
"cell 4426","alpha","smartseq2"
"cell 4427","alpha","smartseq2"
"cell 4428","alpha","smartseq2"
"cell 4429","alpha","smartseq2"
"cell 4430","alpha","smartseq2"
"cell 4431","alpha","smartseq2"
"cell 4432","alpha","smartseq2"
"cell 4433","alpha","smartseq2"
"cell 4434","alpha","smartseq2"
"cell 4435","alpha","smartseq2"
"cell 4436","alpha","smartseq2"
"cell 4437","alpha","smartseq2"
"cell 4438","alpha","smartseq2"
"cell 4439","alpha","smartseq2"
"cell 4440","alpha","smartseq2"
"cell 4441","alpha","smartseq2"
"cell 4442","alpha","smartseq2"
"cell 4443","alpha","smartseq2"
"cell 4444","alpha","smartseq2"
"cell 4445","alpha","smartseq2"
"cell 4446","alpha","smartseq2"
"cell 4447","alpha","smartseq2"
"cell 4448","alpha","smartseq2"
"cell 4449","alpha","smartseq2"
"cell 4450","alpha","smartseq2"
"cell 4451","alpha","smartseq2"
"cell 4452","alpha","smartseq2"
"cell 4453","alpha","smartseq2"
"cell 4454","alpha","smartseq2"
"cell 4455","alpha","smartseq2"
"cell 4456","alpha","smartseq2"
"cell 4457","alpha","smartseq2"
"cell 4458","alpha","smartseq2"
"cell 4459","alpha","smartseq2"
"cell 4460","alpha","smartseq2"
"cell 4461","alpha","smartseq2"
"cell 4462","alpha","smartseq2"
"cell 4463","alpha","smartseq2"
"cell 4464","alpha","smartseq2"
"cell 4465","alpha","smartseq2"
"cell 4466","alpha","smartseq2"
"cell 4467","alpha","smartseq2"
"cell 4468","alpha","smartseq2"
"cell 4469","alpha","smartseq2"
"cell 4470","alpha","smartseq2"
"cell 4471","alpha","smartseq2"
"cell 4472","alpha","smartseq2"
"cell 4473","alpha","smartseq2"
"cell 4474","alpha","smartseq2"
"cell 4475","alpha","smartseq2"
"cell 4476","alpha","smartseq2"
"cell 4477","alpha","smartseq2"
"cell 4478","alpha","smartseq2"
"cell 4479","alpha","smartseq2"
"cell 4480","alpha","smartseq2"
"cell 4481","alpha","smartseq2"
"cell 4482","alpha","smartseq2"
"cell 4483","alpha","smartseq2"
"cell 4484","alpha","smartseq2"
"cell 4485","alpha","smartseq2"
"cell 4486","alpha","smartseq2"
"cell 4487","alpha","smartseq2"
"cell 4488","alpha","smartseq2"
"cell 4489","alpha","smartseq2"
"cell 4490","alpha","smartseq2"
"cell 4491","alpha","smartseq2"
"cell 4492","alpha","smartseq2"
"cell 4493","alpha","smartseq2"
"cell 4494","alpha","smartseq2"
"cell 4495","alpha","smartseq2"
"cell 4496","alpha","smartseq2"
"cell 4497","alpha","smartseq2"
"cell 4498","alpha","smartseq2"
"cell 4499","alpha","smartseq2"
